temperatura,umidade_relativa,velocidade_vento,precipitacao_24h,ndvi,dias_sem_chuva,altitude,mes,historico_focos,risco_queimada
27.998205344476407,62.75609575687024,10.312206805879915,0.608199704145611,0.46517325622393746,99,119.03094606872028,11,4,baixo
30.734509910171486,65.43312338004861,57.5997442101957,29.029911307672403,0.34789134484446316,119,1431.4136347442222,3,2,médio
11.62576444519992,61.905393827387584,8.093249569048258,2.7717622480168074,0.20926887879218967,96,839.6357896520803,8,5,baixo
31.264069816550343,22.90929250634931,49.85102829982603,2.14032260759685,0.4023985278435357,23,454.8535043710841,3,5,médio
15.968344329055203,42.65004776920521,28.485383929531586,6.192991164104536,0.23867960445703093,26,809.8389151950844,5,1,baixo
12.276805754484784,72.58458185269865,63.11311703726936,2.2619928113053906,0.6570118677473603,48,123.2005036193623,2,4,médio
43.210993803866664,14.123560779784324,18.69523590602909,8.957026810519649,0.4438936964926411,74,2376.1055852252584,6,1,alto
43.79712115760958,30.006749848074104,51.136146351196786,3.0281612918229897,0.776847774154112,112,1452.8697874331513,6,4,alto
38.29390718407614,29.868719761926826,18.854602766070798,6.356949113206934,0.4435439146494421,22,2036.921703367562,8,5,médio
20.661481921067974,43.88170348350554,57.0928226489723,0.5683817407481958,0.13826241333993003,32,1057.795493869326,8,2,alto
13.418523990223434,93.23318668479665,69.8942427648599,9.35788454192338,0.7510918822321445,40,2258.2866689154644,1,2,baixo
33.94815592792549,11.075229201543975,10.144143930140803,6.653692570442088,0.45721904493004395,109,1208.2955538806334,5,4,alto
25.405337280886044,51.68308949425355,69.32765508764028,1.18948917752015,0.10684103814356125,110,1434.8633055016735,2,4,médio
14.271338219567259,21.14282138109894,47.486020353143836,0.784941901651654,0.5235078099562221,55,1229.484950156642,10,4,alto
27.331191853894456,92.36088908687697,10.168839269361918,1.901124315715167,0.25771676494242757,28,1833.195739669129,12,1,baixo
11.203598239032644,15.197315425471778,34.20334842877696,18.663234333926123,0.7444056122920658,30,1416.640194005156,5,4,médio
41.826214072757374,41.32409021254321,12.868823478807832,1.484162885008036,0.35329973864654285,64,678.9973089509944,10,3,alto
19.05729935600059,71.40964863511455,56.02783110932556,3.0451994972322662,0.6264413581074167,97,363.84882830661576,12,4,baixo
33.188279952389365,68.40989852247007,60.70945075343597,0.15240029478542438,-0.004463792363762847,17,1515.3109722074444,9,3,alto
20.909887663129382,43.0455773204539,8.463721621823916,2.5310774137939918,0.2960243463023462,81,1222.9499038675906,4,2,médio
28.20238074122338,36.18717511574464,40.49118821557155,4.23522297569397,0.8832414364723987,5,239.93924174028237,8,4,médio
29.13485977701479,40.78511406975835,65.17000448207338,15.301312641144925,0.7084602894771483,51,989.043664483171,1,6,médio
16.469905943393446,28.784863684277536,74.89304332407971,3.6359614189698215,0.05994080236692864,39,1286.941055001134,8,4,alto
43.93546197175955,23.479964483611983,41.081429339341604,8.549256929478274,0.17776404947725508,64,2067.233084563975,6,4,alto
37.12964881763901,48.473572780300096,76.02233788891256,3.9607248243973867,0.22981580885636108,110,190.25263958340588,8,0,alto
42.88246295474662,29.16803804608466,42.85511763648238,0.20820025683098572,0.5503655604954457,41,871.2383706150073,6,0,alto
41.31895726496771,30.87154984075251,31.535239567992637,1.891742606809478,0.6569947594896556,93,2056.6403067759634,11,5,alto
30.92649925838798,64.10804571271014,67.85625028423163,4.284799531268909,0.6495266088079098,67,1621.0598294289468,3,5,médio
42.265598225809086,92.16835985299029,39.43861683664713,15.038413575521915,0.40987405630640283,31,724.895804509467,12,3,baixo
13.097237571817182,59.32734805034376,37.752200845161845,9.799601767474599,0.7108205378381512,9,2113.337805056606,11,4,baixo
16.859400184670083,11.928152035846965,39.22499915278627,1.2961573760632894,0.3370780827574751,106,1233.233951406731,8,4,alto
11.582955111868833,11.802525246866029,67.74280014957964,1.243010884648566,0.0238805652955619,68,1245.8797282761514,5,3,alto
21.38656157671425,90.62808987610094,66.55532333504416,1.1230541807133518,0.4644418416538133,8,2441.4683480009608,12,1,médio
23.60370513913187,31.756171127660025,32.281599395216894,12.787315507331087,0.8523013846011067,68,2367.791258090946,10,5,médio
19.497216112086356,13.286028747422788,26.663988789642,9.575270999218482,0.6929936513925113,60,896.3317084246097,5,1,alto
39.00581282031753,58.91401284353434,39.354241923130346,7.455684660292303,0.4787006476922424,10,351.4478216577058,12,3,médio
22.486366434275624,61.12839004612395,45.82180077896872,2.493950989889356,0.546805660349097,98,814.1668306952351,7,3,médio
19.832707839058326,63.365433810681935,19.066976850239755,3.5097359798160017,0.8305620270355727,90,76.2081507784701,6,4,médio
28.994362910538698,29.066182507178716,63.51640677724725,3.12120118191129,0.3283427944349605,67,51.91971677597801,9,6,alto
14.932347874116694,6.3599615793027535,38.91862125859383,1.4611158887992608,0.23139413894263736,73,988.8053406285479,7,1,alto
38.07689432639139,91.85138325090247,26.723643873596767,3.5162708845251,0.877241565000449,102,2352.5495567430853,3,2,médio
12.60927252879198,27.580374112199223,8.545679437119249,0.15485621777822842,0.7634431335103334,96,2178.3933530805193,11,3,baixo
44.541042781018106,65.84236592472928,19.107612832288552,0.7067256223445209,0.22304358461860238,101,1278.6070847940575,11,1,médio
37.02856692538301,68.59668828908386,75.9424937404787,10.883710736774198,0.36378059736092283,7,1413.0659529270768,12,4,médio
16.955048853696034,59.900667537153716,24.407974945562128,6.965180519044271,0.3150781290077991,48,14.833741865141192,5,2,baixo
10.193274099326084,33.16166547922834,13.508743149362825,2.7484248895985894,0.04909567867143391,23,538.7528895844138,9,3,médio
38.5411499959192,29.39866283876592,36.85382333239946,3.640249914363221,0.8578193238132591,102,61.93531733595936,11,3,médio
34.740007034666604,58.79014544324328,24.567019468819893,2.31016845640313,0.3043124312197588,32,1886.3488317384688,10,4,médio
35.515250881434554,82.94860702505224,2.8127400216955323,6.750388222645876,0.775329082637908,104,364.11449006624434,2,2,médio
36.9944621340081,90.2060356031056,25.851617382353382,7.666719087530738,0.08935622768066506,106,2172.617756192042,1,3,médio
12.591562810693162,14.531522396338186,43.528689915157486,7.2044959831273845,0.4478708106372198,18,1608.3107841894705,11,6,baixo
22.546300499049543,18.934575133794787,44.136989761597356,6.411685194408303,-0.07603861487573019,1,573.5466912892833,8,1,alto
14.05541708337954,90.02626329047717,28.524713694151096,1.1439494263208336,0.6642204838423086,54,394.30079270812433,8,2,baixo
40.208619905645776,71.28817055013133,35.78422050020805,2.0622218774700367,0.4809138982462784,10,1569.0617523076328,2,4,médio
31.815434438964527,84.46944423467957,77.24143345878132,3.1729334142303633,0.5255895834697527,98,2252.092450705809,8,3,alto
21.58143086984272,23.236937072180883,30.18787817842493,2.0083091843171252,-0.04827911744534655,16,1795.900547285954,5,2,alto
12.224542260010827,57.882728399846165,20.65814506079864,7.031265086169577,0.1110383302086154,41,871.3666290084441,2,2,baixo
20.884381260048176,68.10256349757262,19.47736352534081,1.9975657131214644,-0.025669127646419848,60,1468.4589881716179,7,2,baixo
21.381416270936146,66.21006969022754,36.62116901633073,0.7438464339050153,0.18891431580381177,2,776.9042384310534,7,1,baixo
35.53621624183224,41.73365217800283,60.76161189735552,2.5461382730644013,0.527439007682151,85,2497.873916946647,3,3,médio
32.31451149743246,6.385540252217763,16.479054735077856,19.538768853561585,0.46618598431737523,34,1872.0979711546279,1,3,baixo
41.05244599017143,57.46334511238368,56.74369017126145,1.2801510193212475,0.5121498216133903,84,1535.954099391884,11,5,alto
26.527522380668227,27.77913852616479,1.6919858679533029,4.735794688947284,0.44925127137789433,88,1058.147856914573,4,4,baixo
14.18579860784056,45.52288215286013,33.51463823871568,2.836742226185258,0.17302879567585935,102,1545.3807256488933,2,2,médio
34.963567552804825,91.18229135754356,62.06920521622295,0.36836492890490136,0.14450749734442522,65,854.0401561683369,4,1,médio
36.62747670159141,40.913178587819125,27.098636461954513,3.3459483953468316,0.03705968353658126,0,72.1620986450769,8,3,alto
29.64470191493237,80.5821445997984,45.098968115631955,6.056066914959851,0.7490708749034921,6,987.7213058915821,2,5,baixo
36.98385129840963,21.9686545174326,16.398338626072864,3.5997147684490405,0.5164793585412445,19,2326.202048949667,1,6,médio
27.282845872753676,65.52144482225259,59.35963129009379,10.28276990790253,0.08651101250405976,42,1565.7527369346647,11,3,médio
28.29564902836979,92.93062589950492,4.1823282615007695,1.7049713446784567,0.07720937982123952,118,209.88925767725402,3,5,baixo
24.963935642549238,14.170379078564311,68.20341159004003,0.450986805004373,0.7730356015261367,5,2212.484033487565,10,7,alto
10.88966943604333,5.748794800447281,15.855710913733452,13.78874580857829,0.6427308637633193,54,672.1871233537871,7,1,médio
13.776199944765656,44.02245133693529,69.95184253666646,2.3756545528065125,0.5593990799053714,99,609.4237327068186,12,3,médio
11.100021499035698,13.336293474623048,28.202339304041388,4.294893853776916,0.3068641075392998,114,742.7274219508021,6,5,alto
32.274364394232315,72.35459147086083,57.81468595795893,7.851161144329294,0.16197556427851753,20,1443.0055903148937,6,3,médio
21.002459337671432,87.3093797463703,25.538023822895077,1.9601315521817293,0.8794507631128238,50,1361.7202335849415,7,2,baixo
27.799974190764598,44.061887543788295,72.47293369877181,6.2968028424749,0.6972395750228002,45,1228.5343865572042,8,7,alto
41.76482658741325,28.284047793989686,10.130970041469949,0.7275505438246312,0.20177922313627647,34,1793.8421587815676,3,2,médio
18.725228020210622,44.09629871059488,14.281583141807896,1.7215707514870981,0.7475647962784947,99,791.3443283373974,3,5,baixo
24.36340230624704,70.1103036065001,39.44241001270419,0.7815771501756118,0.6589319486146815,7,1955.1613039310778,10,3,baixo
36.44428984900671,5.8148745422333885,6.55507512305169,8.33614447155109,0.19708054987799836,113,438.3041959464978,8,3,alto
18.007935792206787,58.050859053622744,15.678414776140954,1.2593179788296116,0.3265528542416397,67,1956.5519726925231,12,4,baixo
12.694296844007756,60.196251639864116,75.50131057696115,6.318676949312758,0.08595344539102664,106,1659.5252631257072,7,3,médio
20.14130085198188,62.39194222063419,78.11917289183097,14.349764006877505,0.011052444378109344,15,1708.0207738689662,10,4,médio
15.642745053890154,26.781987198278948,30.100746346433755,3.751469009547002,0.6227620328396968,66,1203.88349281815,5,6,médio
42.53941783199006,69.2647451040314,73.86288168111486,3.8829612647451803,0.16751185735386662,70,1667.5038317021617,4,1,médio
38.28421328475459,13.225233769859877,43.58597405387454,3.0905099424356477,0.7200593657462536,63,199.49261639864352,6,3,alto
32.16913147786482,22.934330282012073,21.579397269901364,1.9718109467700988,0.8956087115144261,1,2128.877792623418,9,1,alto
40.50112065657012,83.97230419890337,56.19189768644789,3.228027366704496,-0.023380186070351333,0,138.86808371911502,6,2,alto
38.128522691469,71.48508356539097,52.71214452598858,4.616671552008506,0.3730351250837003,57,371.8537746787437,8,5,alto
16.529952061011254,6.237099861021073,79.13002552869867,21.340480713394044,0.7020625593108031,0,1441.9742712430907,1,6,baixo
41.23956494714922,27.35386343328202,21.203782992742664,13.884153278113518,0.6889508965412335,101,1848.5286386417288,12,3,alto
28.876978467047774,24.29658346938481,53.76476021293883,9.908053009878126,0.6599971583309685,114,190.62891086563366,6,1,alto
38.26040543074219,29.37256952332753,4.1619004023557515,10.997008835191718,0.24899493530191094,6,2301.9120353057997,2,7,médio
41.363195497322266,27.280379325189777,9.091683095737553,3.15414169881827,0.3538532556850523,87,2434.0191220017464,3,4,médio
21.130121624015235,10.627366616856117,0.31346999608746096,5.3566054305122535,0.49496835734147027,68,1514.8754325192776,6,4,alto
13.851817358468686,46.30464649371383,79.95685448477386,11.272152936740325,0.8739405835732572,84,1203.1086384420914,2,0,médio
17.97773068896796,70.94601273075486,64.18189577179822,2.4957268958571897,0.2275472709384929,91,1853.4874306993743,4,2,médio
24.94877260191897,59.605855224569275,62.937841178683264,16.31969001594335,0.8231438877168578,17,820.8933808180135,6,3,baixo
38.63051680728726,65.55845017382718,40.77808602305438,2.6874401558190226,0.16935691818049411,87,1233.1610852627662,5,2,alto
40.12557041397202,12.303426068261523,24.005366632435194,4.595005324969715,0.8890744654737046,31,2290.3775670360033,6,3,alto
10.243324568591675,90.63416391591085,12.101142757014074,6.186005900631432,0.5702636868275918,44,2389.138563103834,6,0,baixo
27.8761555902148,80.46426504587224,22.773979107717093,15.038215946160552,0.36351148035855096,32,2317.6727901279623,8,3,baixo
24.609385110207263,77.45812866460965,30.07769775433113,1.4026470627906105,0.5133904280636049,73,656.1201674096004,9,3,médio
17.77377336647556,79.06854245375908,60.504807758423524,6.854684036600084,0.1725311690402068,72,581.1726005419085,5,5,médio
14.195287856678899,88.94394573194852,43.17294311225219,3.678348790261332,0.1741738575114666,48,744.1612648232857,6,2,baixo
21.81653099912698,53.982856950232794,6.198690124438615,1.5636808794348587,0.013554543843493833,32,1103.2777809711506,6,0,baixo
43.00183963693817,23.02538160808633,1.4423207167129792,7.494110048151904,0.014050297705398757,96,785.418531979909,6,1,alto
21.312102620726435,60.5105247067287,8.186574362725052,4.017291653990686,0.24767174146891133,70,935.5319893476449,2,3,baixo
28.157671761017813,71.85933443011452,32.83989709579035,5.408389746806027,0.6628554778963717,67,1551.5923803018989,4,2,médio
34.60566356133123,71.41256540186228,74.65543336392146,1.9496894233014848,0.5079711675981625,27,1906.3141927349398,1,5,alto
22.727036083275287,51.93041217501921,50.99219849673773,3.281896903504953,0.0025845603310208076,86,1838.8954956697926,12,3,médio
44.012372895233625,11.161284740022026,64.14607199004121,4.8032282756280305,0.752236524975911,52,2036.05891769788,1,3,alto
43.68565532297389,38.4001644587115,37.30996756036389,2.5952199634286637,0.5013676269900664,95,80.46100803850543,1,5,alto
18.812380353887747,87.86899476170215,28.933286655603425,1.1055564628063197,0.8608555767847798,43,119.3344741968902,7,2,baixo
27.40369770623349,57.60040187816834,8.672029817329818,16.30376431564566,0.5701854674112076,79,1973.4574017215734,1,2,baixo
20.53074084358694,53.44987489301421,70.07464177489639,3.581746807414849,0.075174863704181,109,1332.6970558115797,6,2,alto
19.969417303211365,29.196816294397415,62.652802322232226,6.619798275894869,0.3737833623078223,54,1445.3516844053008,2,2,alto
11.291043157408648,38.1604027924921,13.449447807818009,2.6470461171183564,0.5484975975472042,9,131.46715053594272,6,3,baixo
31.33475168929639,85.58114802378523,40.980845110100844,2.1935463418331955,-0.07173529895002231,13,638.2845029281773,6,2,baixo
27.59376581301015,64.98167427741521,38.98998463369959,2.614189907779208,-0.08508973584519211,102,1595.8857622136943,12,5,médio
11.801756293749627,75.86483240770995,50.00732421492229,2.6313602377246186,0.029403000598567902,35,2147.95472527669,11,4,baixo
19.752626248281402,45.89108807608896,75.6949515193009,3.928287692990296,0.15166443504547075,33,2292.4584929535063,3,1,baixo
41.78930600883288,61.722249751054214,46.38171534099837,3.9205028944687963,0.32954912352067556,87,1251.0487395877044,8,3,alto
18.384666173344037,27.35452478688868,43.217381342289485,3.4373547631583494,0.3874404737597884,17,1363.685581845494,11,3,baixo
15.071320523192808,68.49147472551377,4.0258346347731155,0.7238907760777274,0.03802760893789678,15,2082.624077672477,4,3,baixo
27.130846609714705,43.48412003330036,5.032598081441915,3.4266439052769093,0.5733915791158308,104,1344.0615018683866,7,1,médio
44.497765893871026,44.8290963333271,14.987743306143111,0.9262526126704985,0.49613806169653485,36,1292.1463138432935,4,3,médio
18.471934502902513,63.43900921191935,2.5976617353398623,0.6741513864548951,0.1944640988411602,40,2262.710094402384,1,2,baixo
33.52474415920575,89.2652559322034,59.468231645600994,13.488943950214942,-0.086340116564708,24,1974.8318026397003,6,6,médio
36.65668653650512,10.760571194775883,57.86642431951705,4.643714865472549,-0.022352084646709264,7,2272.6813159032363,5,4,alto
18.317314039733986,79.22689136123068,10.884498754531435,5.386554779734102,0.29169477551083944,87,545.6176369528845,9,3,baixo
35.487572201415084,31.31447993709738,66.88631206362247,2.569097758271561,0.053974351165683915,83,1310.9387166383917,9,1,alto
22.87240964517386,44.95275090557401,12.382882787688958,11.983429077751232,0.27681960614797085,111,2106.180321483395,12,5,baixo
32.13070407077528,6.972199589750806,24.094046959788706,5.079595339268406,0.5281826045103551,93,277.86956866777234,11,5,alto
32.17353987663131,32.094147005088175,19.9181519329092,7.330366024387256,0.44723742787928356,83,1986.6553857349045,8,6,alto
28.752113942616546,50.236811836711745,29.78456788584382,2.2987813187187447,0.13117588313739423,17,457.43345853717364,7,5,médio
13.16014195190429,10.055846961269511,20.37310127119695,16.09586444732828,0.2438224912587524,67,2020.296887463303,2,5,baixo
39.23558734562333,49.19861564448486,39.11607411507617,8.586822202948003,0.5140311984486506,47,1530.0023438921703,8,2,alto
21.227302274010754,88.43995659725846,32.59263050837483,9.618978632550595,0.7608550280434487,99,483.08997871216786,3,4,baixo
16.5281478639949,14.48538962970247,78.92555926234613,0.9448838730995657,0.6532134387388773,69,1183.3854483320029,6,4,alto
11.427129954416737,73.7996655267954,4.474108010258053,1.5801553946727787,0.45340002683341496,66,1704.762916151929,10,2,baixo
30.681253011588463,41.87039480383934,11.37451011098813,1.681747418563337,0.2622929983164862,17,1584.632252208856,7,3,médio
33.71475266447989,63.96563430719042,4.226071512688199,1.5797851621531753,0.26505127754180546,110,1068.117990579261,12,5,médio
10.580574012474965,28.42129381867064,50.067295598590064,9.669202084691792,0.7794173102643961,103,2248.4163223023174,6,0,baixo
27.923257040474834,19.354303628722246,4.3607421930975665,0.16202092786403208,-0.060756423959453604,17,1298.1585362196108,5,3,alto
17.92735213192783,19.44163528441038,66.91517899008987,0.39575713189288975,0.887982644420261,55,1264.668246321721,4,1,alto
32.58104766433075,11.344275107883018,40.955090454554224,1.6004400647300043,0.5643754108515623,22,155.62647485363567,2,3,alto
16.1028250151747,21.708203441111873,42.1606099665227,1.1149239111524616,0.5811376990723905,34,2305.3009744940928,9,1,alto
34.182820833586305,64.77974464900714,44.92756061697554,1.3189138405797765,-0.06200216269525785,5,442.7914216959325,7,2,alto
23.53573712051881,84.35215506591572,13.665096504496859,7.996031899007809,0.5055292748912722,117,1320.8617335913855,7,4,baixo
42.78554960578571,78.27131170320456,15.815224249159003,4.140559071972652,0.384778060090447,25,2008.9190035007753,4,3,baixo
14.813233045109763,66.66208788870357,25.505385829840375,0.028936879463638376,0.005778906894066987,84,538.6331923891083,5,3,médio
21.93732228675905,14.93886770699924,47.47971326574812,2.8046574653915113,0.17792201076935907,60,1318.4332249271029,6,2,alto
13.971573243420618,31.026870166635486,16.809422075217164,2.6202714133359923,0.7903144562136513,87,601.7122730583521,12,2,baixo
42.3642766397497,32.88261877902221,9.306538170660899,0.6048827882447572,0.44998841586595295,14,1899.2374944997794,11,4,médio
40.70687736833433,27.49612517578591,77.60935091347457,5.637247390566545,0.31341657517390875,90,1410.8529196828767,12,1,alto
19.027956970030445,51.35050937387508,1.758545184769833,6.054939905860646,-0.02731784415918906,31,2139.939650987859,2,4,médio
33.09944161119627,53.199843339170535,64.21579242688173,6.3808042148519455,0.6141215274023056,11,2236.3950071934573,4,2,médio
38.602777007042555,37.11973776539992,63.042811966001764,6.518430654083177,0.6028508233960326,4,1621.8337061134953,4,2,alto
29.432028405981182,36.84102428627924,23.777129107607678,0.0002641416384416606,0.5140436069725636,63,1813.478115397361,12,3,baixo
28.537770242460226,79.57000381154732,10.850129280585072,15.386968536684924,0.41026264622064923,70,1373.0502497171592,4,2,baixo
18.464830181515808,76.0363563487717,11.650291736433873,8.41565819577594,0.3337844022073727,85,961.0718326684572,7,4,baixo
13.258596873206471,32.70162485126711,55.7945293789754,11.716082225797155,0.4932710929879923,26,1620.2948075520865,7,0,baixo
41.40255152836644,87.24095994859334,51.42452728689389,0.0788347142499752,0.1333954517284067,78,2270.7215587183223,7,1,alto
41.51463200071657,90.75335153022554,62.619653940110936,13.579816822723178,0.8412590641776477,102,1041.700951078595,7,5,médio
32.15855100456437,34.40682878270367,74.99849379192837,8.298094094249576,0.4887945291802296,44,786.0250659344883,2,3,médio
21.866042686704525,36.89824539137494,55.35418906132736,9.076752090344172,0.21119244435437654,34,971.0923463814353,5,3,alto
22.22233511144313,50.5070738079763,12.468122924115477,0.48964865514422745,0.3496798508851573,25,1088.494075528999,10,1,baixo
35.40844876045838,89.70087312803062,19.475409341232854,6.711923845927728,0.7056847888768923,22,183.90257244429054,2,1,baixo
41.398859098340196,83.86874898280804,67.37549846984916,16.08397615928,0.061616060730297434,12,1246.104601087486,5,4,médio
41.0480248492791,14.231116632523083,16.744486066736684,5.674524989182576,0.1928356224602604,89,1235.785620125149,12,4,médio
37.295644105016834,40.345766894427456,5.801785356358513,4.2263825773637995,0.5795080227365554,2,1471.109569101308,6,6,alto
32.47110761540007,54.80340707747946,56.26240432338004,14.559684104208163,0.2154892064822239,28,907.0500761783287,3,1,baixo
12.94489877482671,50.28192252963861,32.202108439211365,2.925385790276509,0.692501681861466,65,1532.7689898889744,6,2,baixo
15.657004993311482,22.44767611432034,73.60320420367229,4.572631026716765,0.030453487177360822,63,2195.5407756855075,5,8,alto
41.44939659844778,82.29350940513392,52.020405687492925,3.234547007105441,0.6626861704546085,27,2388.6774762379105,4,2,médio
31.225017088085647,65.92467046971535,7.23351822333286,13.503850429849283,-0.03164828514943377,86,1459.030540352624,10,4,médio
10.321896806582037,80.41175373666232,75.82852538029286,0.395674535892102,-0.08740738733250522,35,106.47738492578273,9,5,médio
13.551504000311123,82.2887851414525,20.68458109121967,3.4769454671014506,0.7982235188321621,112,2423.0899931677723,11,3,baixo
33.22256191878195,72.35202682991658,26.976999232502862,5.807000777644524,0.48133921693229864,5,1764.6551522406405,8,4,baixo
10.177155434617655,44.52895411247456,32.180833094683365,7.848839828464314,0.2518268970868115,10,839.9091213841303,12,2,baixo
15.628281799612452,59.94920795138821,4.09794371234506,4.373568881373366,0.1325946369638504,37,367.8942524093085,7,1,baixo
29.205682627830516,19.432886550776885,39.721233778448386,11.979961349966722,0.5168857832608161,117,358.5465305906874,11,2,médio
34.21633191924427,65.62808757274169,9.86547928602338,14.23582405894265,0.40900218353673823,33,419.36101534900683,1,1,baixo
32.81864408259102,21.132793016535267,32.077626135068144,0.33240455547980696,0.8915977755299852,80,113.93130403455076,9,3,alto
17.849425831119593,67.45546314591411,28.056783039366742,2.5739217421121645,0.8832159866537458,66,2255.385471632279,9,0,baixo
34.92627274716375,25.66383446785718,61.82720667412027,0.11869282551311909,0.5350245661416096,107,1351.9205820683408,6,6,alto
18.303718062388,15.579617013519798,64.25364093061849,1.9980364238353923,0.34287050610589054,45,1749.898531784593,7,3,alto
21.38898943557437,19.87560411286617,12.273030591127041,3.8487181949046487,0.3911409691346621,97,2070.271273170769,3,2,médio
36.12719917913084,5.179292169716324,29.324094990338097,12.084087040814957,0.582479066236862,85,1978.8525158330006,5,5,alto
32.73715146665251,69.68656560681772,29.868252882546535,9.372043334361457,0.0015745442353813643,28,2206.514059322104,7,6,médio
39.722819367296225,70.91609441525412,12.112835514886804,0.6819615581783676,0.22835207381071818,59,2418.1365563123795,1,2,médio
33.01645123051202,51.34400149219335,63.87628040409524,0.48823159334007704,-0.02472775899639615,53,1097.6765368548488,12,2,médio
29.890801116741507,19.522652094984533,56.578266266833865,4.449063676941362,-0.026639240483080445,92,2375.838666670976,1,4,alto
13.278616873983236,12.519890375962078,15.230542903762778,3.7976954637242355,0.09583924189423373,68,1808.224870857041,5,3,médio
22.870053107080174,6.721606979355831,29.337752687503922,1.5488044031406434,0.3852532545932269,73,176.6704757701962,9,2,alto
19.282082868860392,19.917335926869864,8.464401988521137,11.48565420024942,0.6847743211627894,73,1704.4578030308635,7,3,médio
18.539637518267924,85.17699814848321,50.256527767443515,13.11163892280829,0.3854958911658726,116,1716.7916490121215,1,4,baixo
44.055369416335594,26.738315753151358,9.709753963889574,2.5759376012673627,0.23547661056086974,8,2264.651409481318,12,1,baixo
23.758420363336615,36.88441944954941,78.87473348999342,11.050146110160366,-0.01764700966324187,84,932.3303311752301,5,1,alto
41.22162943119896,14.481093603319987,62.454565975028984,2.422126775155586,0.4502955231831296,76,1462.2787506795446,8,2,alto
32.0898519099042,25.012517427335325,31.219083966719605,6.674525161483274,0.17126858648317675,9,30.468877529356288,8,8,alto
37.8183956239577,51.73021137021846,46.285114582348356,3.230766644425504,0.5149341779171475,101,830.18810545334,12,6,alto
27.592298258681723,59.697741478608734,72.9073452973127,0.6538654669148859,0.8771877391324183,74,155.60931539695233,2,3,médio
30.191635961922568,27.081708274958995,44.32794243166609,13.150878527922805,0.011314321477550154,67,1304.6824319122425,7,7,alto
27.238119283660236,10.195894330260549,13.959878911836414,3.026566149178444,0.11212539872193991,57,2043.619126267383,10,4,alto
